bcspwr06,785,762,791,775,768
bcsstk04,323,321,323,337,332
bibd_9_5,105,106,87,116,107
bibd_11_5,305,310,311,302,316
bibd_12_4,244,231,233,223,232
bibd_12_5,348,338,298,212,465
