bcspwr06,795,514,764,543,631,627,778,581,748,768
bcsstk04,298,248,320,299,302,272,302,298,309,298
bibd_9_5,100,99,100,100,108,100,100,101,101,101
bibd_11_5,279,287,288,279,288,278,280,240,280,252
bibd_12_4,142,172,116,206,198,199,206,199,198,199
bibd_12_5,413,312,465,391,457,458,390,458,475,416
