bcspwr06,646,789,782,784,778,812,778,902,508,726
bcsstk04,312,320,247,176,308,319,318,326,311,294
bibd_9_5,116,107,106,109,108,106,107,108,107,107
bibd_11_5,297,297,302,298,294,296,306,298,302,296
bibd_12_4,225,217,219,216,217,215,214,232,217,215
bibd_12_5,398,437,477,390,470,466,433,349,481,478
