bcspwr06,321,272,68,327,70,62,67,335,323,272
bcsstk04,40,40,42,43,39,42,48,35,35,34
bibd_9_5,16,16,54,18,18,51,18,16,51,18
bibd_11_5,126,126,44,31,127,138,126,31,34,31
bibd_12_4,107,31,29,107,116,42,28,116,29,106
bibd_12_5,217,53,41,209,40,210,39,208,43,210
