bcspwr06,176,186,187,191,198,183,207,183,184,180
bcsstk04,34,33,30,33,33,30,77,35,30,30
bibd_9_5,37,40,36,35,38,39,36,36,36,37
bibd_11_5,79,78,76,81,80,79,81,83,79,90
bibd_12_4,76,74,77,74,72,71,81,72,70,74
bibd_12_5,118,109,130,119,131,133,121,133,132,124
