Matrix_10000_10000_50_50_125_75_uniform,47546,44395,43906,43833,44176
Matrix_10000_10000_50_50_125_50_uniform,81240,83411,81773,84104,83104
Matrix_10000_10000_50_50_125_40_uniform,100967,105484,101445,101493,101435
Matrix_10000_10000_50_50_125_20_uniform,151226,155158,153304,151666,150818
Matrix_10000_10000_50_50_125_30_uniform,125221,125925,124491,125768,124654
Matrix_10000_10000_50_50_125_10_uniform,163943,163394,169199,167085,163174
Matrix_10000_10000_50_50_250_20_uniform,319966,320112,317688,324019,321620
Matrix_10000_10000_50_50_250_40_uniform,217509,212023,214812,214097,218486
Matrix_10000_10000_50_50_250_10_uniform,336330,340688,340308,333667,337256
Matrix_10000_10000_50_50_375_0_uniform,129734,128783,130023,130230,133265
Matrix_10000_10000_50_50_250_99_uniform,3399,3449,3360,3416,3476
Matrix_10000_10000_50_50_250_75_uniform,87806,87998,87723,87744,89191
Matrix_10000_10000_50_50_375_20_uniform,475365,472024,480594,478420,489416
Matrix_10000_10000_50_50_250_50_uniform,169522,168088,168314,175085,168754
Matrix_10000_10000_50_50_250_30_uniform,267629,276071,274711,276629,267914
Matrix_10000_10000_50_50_250_0_uniform,86359,85719,86865,90256,88986
Matrix_10000_10000_50_50_500_50_uniform,337223,331602,336244,335014,341519
Matrix_10000_10000_50_50_500_20_uniform,662087,667114,653522,650951,671340
Matrix_10000_10000_50_50_500_10_uniform,686956,680983,674178,675806,689114
Matrix_10000_10000_50_50_500_0_uniform,172777,172116,171247,171268,172936
Matrix_10000_10000_50_50_375_40_uniform,327017,325395,321788,319240,321525
Matrix_10000_10000_50_50_500_99_uniform,6627,6756,6735,7195,6995
Matrix_10000_10000_50_50_375_99_uniform,5040,4812,5064,5029,4901
Matrix_10000_10000_50_50_375_75_uniform,131364,133615,130962,133618,131829
Matrix_10000_10000_50_50_375_50_uniform,251463,251826,251195,252876,251880
Matrix_10000_10000_50_50_375_30_uniform,402715,404517,406113,401771,402734
Matrix_10000_10000_50_50_375_10_uniform,519201,514325,517999,503915,513579
Matrix_10000_10000_50_50_500_75_uniform,184613,179638,180606,173619,172542
Matrix_10000_10000_50_50_500_40_uniform,427709,423901,425230,426911,427176
Matrix_10000_10000_50_50_500_30_uniform,538577,547287,544353,536753,537050
Matrix_10000_10000_50_50_25_75_uniform,9308,8874,9104,9245,8851
Matrix_10000_10000_50_50_25_20_uniform,28324,27747,28046,28414,29043
Matrix_10000_10000_50_50_25_40_uniform,20128,21044,20593,20767,20349
Matrix_10000_10000_50_50_25_99_uniform,1389,1300,1797,1200,1595
Matrix_10000_10000_50_50_25_50_uniform,17174,17123,17572,16821,16961
Matrix_10000_10000_50_50_25_30_uniform,25211,24458,24737,24997,24965
Matrix_10000_10000_50_50_25_0_uniform,9356,9499,9524,9399,9333
Matrix_10000_10000_50_50_25_10_uniform,28822,28706,28592,28436,28209
Matrix_10000_10000_50_50_125_99_uniform,1911,1914,1995,2043,1917
Matrix_10000_10000_50_50_125_0_uniform,45219,44724,45262,45128,44836
Matrix_10000_10000_50_100_750_30_uniform,405280,409828,403269,406039,401796
Matrix_10000_10000_50_100_750_20_uniform,492165,482270,485669,480495,482926
Matrix_10000_10000_50_100_1000_99_uniform,6623,6509,6612,6534,6877
Matrix_10000_10000_50_100_500_20_uniform,316653,332845,319111,319984,325581
Matrix_10000_10000_50_100_500_10_uniform,343149,338900,345965,338122,342283
Matrix_10000_10000_50_100_1000_75_uniform,178373,176910,176697,179370,178047
Matrix_10000_10000_50_100_500_30_uniform,270146,268143,269410,268690,272431
