bcspwr06,288,298,308,694,783,806,588,398,395,363
bcsstk04,153,149,147,147,152,143,151,143,143,144
bibd_9_5,53,51,49,93,92,94,65,63,63,94
bibd_11_5,243,234,240,167,161,148,144,148,145,145
bibd_12_4,117,113,115,120,114,113,118,115,120,138
bibd_12_5,237,232,227,233,225,232,226,227,229,231
