bcspwr06,716,794,770,781,779,567,780,1018,790,474
bcsstk04,263,181,134,318,174,126,274,169,148,120
bibd_9_5,49,46,109,110,118,117,117,117,110,79
bibd_11_5,320,319,248,163,312,268,302,306,334,321
bibd_12_4,243,233,233,231,232,261,139,205,206,221
bibd_12_5,466,465,409,483,475,347,401,473,430,352
