Matrix_10000_10000_50_50_125_75_uniform,1347,1359,1424,1327,1365
Matrix_10000_10000_50_50_125_50_uniform,4265,4177,4131,4188,4292
Matrix_10000_10000_50_50_125_40_uniform,7476,7608,7455,7593,7453
Matrix_10000_10000_50_50_125_20_uniform,15602,15292,15344,15319,15274
Matrix_10000_10000_50_50_125_30_uniform,12208,12091,11839,11665,11842
Matrix_10000_10000_50_50_125_10_uniform,15532,15541,15859,16027,15568
Matrix_10000_10000_50_50_250_20_uniform,30748,29255,29642,29325,29905
Matrix_10000_10000_50_50_250_40_uniform,15012,15344,15595,15289,15235
Matrix_10000_10000_50_50_250_10_uniform,30167,30229,30165,30056,30770
Matrix_10000_10000_50_50_375_0_uniform,9809,9783,9968,9775,9775
Matrix_10000_10000_50_50_250_99_uniform,282,235,244,252,260
Matrix_10000_10000_50_50_250_75_uniform,2519,2517,2436,2462,2486
Matrix_10000_10000_50_50_375_20_uniform,44150,43641,43847,43085,43618
Matrix_10000_10000_50_50_250_50_uniform,8562,8802,8720,8509,8629
Matrix_10000_10000_50_50_250_30_uniform,22631,23094,23117,22591,23403
Matrix_10000_10000_50_50_250_0_uniform,6501,6511,6750,6594,6683
Matrix_10000_10000_50_50_500_50_uniform,17723,17907,18085,18362,18248
Matrix_10000_10000_50_50_500_20_uniform,59820,58410,58364,57054,58372
Matrix_10000_10000_50_50_500_10_uniform,60476,59354,62166,59293,58927
Matrix_10000_10000_50_50_500_0_uniform,12556,12975,12537,12531,12680
Matrix_10000_10000_50_50_375_40_uniform,23078,22368,22642,22358,22341
Matrix_10000_10000_50_50_500_99_uniform,363,343,333,315,418
Matrix_10000_10000_50_50_375_99_uniform,311,288,287,285,289
Matrix_10000_10000_50_50_375_75_uniform,3670,3688,3850,3767,3713
Matrix_10000_10000_50_50_375_50_uniform,13326,13090,13116,13494,13304
Matrix_10000_10000_50_50_375_30_uniform,33476,33013,32751,33267,34049
Matrix_10000_10000_50_50_375_10_uniform,54638,44617,46276,45870,44818
Matrix_10000_10000_50_50_500_75_uniform,4778,4934,4930,4792,4824
Matrix_10000_10000_50_50_500_40_uniform,29572,29565,29364,28981,29297
Matrix_10000_10000_50_50_500_30_uniform,43373,43703,52843,44247,43626
Matrix_10000_10000_50_50_25_75_uniform,351,267,280,271,282
Matrix_10000_10000_50_50_25_20_uniform,3549,3587,3576,3456,3458
Matrix_10000_10000_50_50_25_40_uniform,1265,1345,1291,1294,1291
Matrix_10000_10000_50_50_25_99_uniform,119,100,118,92,148
Matrix_10000_10000_50_50_25_50_uniform,724,800,739,703,723
Matrix_10000_10000_50_50_25_30_uniform,2328,2297,2345,2371,2323
Matrix_10000_10000_50_50_25_0_uniform,727,715,680,691,676
Matrix_10000_10000_50_50_25_10_uniform,3657,3766,3889,3631,3759
Matrix_10000_10000_50_50_125_99_uniform,239,239,210,197,217
Matrix_10000_10000_50_50_125_0_uniform,3458,3452,3425,3455,3563
Matrix_10000_10000_50_100_750_30_uniform,33503,33399,33745,33304,32881
Matrix_10000_10000_50_100_750_20_uniform,43874,44638,44283,44282,43793
Matrix_10000_10000_50_100_1000_99_uniform,323,335,336,314,314
Matrix_10000_10000_50_100_500_20_uniform,30300,29468,30009,29960,29481
Matrix_10000_10000_50_100_500_10_uniform,30548,30537,31955,30569,31004
Matrix_10000_10000_50_100_1000_75_uniform,4957,4918,5087,4843,6259
Matrix_10000_10000_50_100_500_30_uniform,22958,22659,22603,22862,22720
Matrix_10000_10000_50_100_500_0_uniform,6676,6609,6662,6474,6432
Matrix_10000_10000_50_100_1000_50_uniform,17864,18230,17751,17812,17981
Matrix_10000_10000_50_100_1000_40_uniform,38414,37194,29397,29848,28966
Matrix_10000_10000_50_100_750_75_uniform,3746,3591,3781,3765,3758
Matrix_10000_10000_50_100_750_99_uniform,276,267,311,283,282
Matrix_10000_10000_50_100_750_40_uniform,22233,22512,22342,22449,22427
Matrix_10000_10000_50_100_750_50_uniform,13413,13185,13290,13291,13223
Matrix_10000_10000_50_100_750_0_uniform,9620,9837,9549,9795,9618
Matrix_10000_10000_50_100_750_10_uniform,46595,45131,45691,45799,44909
Matrix_10000_10000_50_100_1000_30_uniform,43414,44029,44785,44328,44044
Matrix_10000_10000_50_100_1000_20_uniform,59823,58365,58810,58342,59196
Matrix_10000_10000_50_100_1000_0_uniform,12879,12535,12887,12557,13207
Matrix_10000_10000_50_100_1000_10_uniform,63213,61247,60225,61374,60796
Matrix_10000_10000_50_100_50_99_uniform,130,108,147,112,134
Matrix_10000_10000_50_100_50_50_uniform,762,743,710,767,789
Matrix_10000_10000_50_100_50_30_uniform,2064,1952,2092,2101,2018
Matrix_10000_10000_50_100_50_0_uniform,763,782,757,769,761
Matrix_10000_10000_50_100_50_10_uniform,3839,3856,3808,3877,3689
Matrix_10000_10000_50_100_50_75_uniform,381,373,349,398,346
Matrix_10000_10000_50_100_50_40_uniform,1164,1177,1211,1209,1192
Matrix_10000_10000_50_100_50_20_uniform,3328,3349,3354,3296,3451
Matrix_10000_10000_50_100_250_99_uniform,212,230,211,208,206
Matrix_10000_10000_50_100_250_40_uniform,7385,7560,7178,7362,7496
Matrix_10000_10000_50_100_250_20_uniform,15758,15354,15456,15821,15395
Matrix_10000_10000_50_100_250_75_uniform,1307,1340,1326,1397,1320
