bcspwr06,40,48,119,44,112,109,44,112,111,40
bcsstk04,34,29,34,28,32,32,30,32,34,33
bibd_9_5,21,33,36,35,22,22,35,21,22,23
bibd_11_5,45,83,29,34,81,30,33,41,31,70
bibd_12_4,39,46,48,80,61,72,51,70,44,64
bibd_12_5,33,26,28,35,33,30,57,100,86,32
