bcspwr06,34,33,54,47,45,43,74,46,39,36
bcsstk04,30,21,20,27,23,23,22,30,30,27
bibd_9_5,22,31,26,31,35,33,30,35,32,27
bibd_11_5,104,68,106,29,64,101,62,28,29,59
bibd_12_4,49,66,59,70,44,38,34,50,56,62
bibd_12_5,50,75,76,53,53,60,78,72,50,50
