Matrix_10000_10000_50_50_125_75_uniform,451,457,448,454,436
Matrix_10000_10000_50_50_125_50_uniform,986,980,983,1010,1000
Matrix_10000_10000_50_50_125_40_uniform,1649,1614,1551,1593,1603
Matrix_10000_10000_50_50_125_20_uniform,5404,5288,5278,5390,5323
Matrix_10000_10000_50_50_125_30_uniform,3545,3554,3501,3587,3509
Matrix_10000_10000_50_50_125_10_uniform,6036,6092,6050,6076,6056
Matrix_10000_10000_50_50_250_20_uniform,11772,11823,11357,10434,10420
Matrix_10000_10000_50_50_250_40_uniform,3862,3931,3914,3885,3866
Matrix_10000_10000_50_50_250_10_uniform,12485,11452,11351,11850,11460
Matrix_10000_10000_50_50_375_0_uniform,2499,2469,2479,2483,2464
Matrix_10000_10000_50_50_250_99_uniform,185,221,208,225,205
Matrix_10000_10000_50_50_250_75_uniform,731,734,730,781,739
Matrix_10000_10000_50_50_375_20_uniform,14204,14508,15601,15476,15003
Matrix_10000_10000_50_50_250_50_uniform,2187,2232,2206,2183,2145
Matrix_10000_10000_50_50_250_30_uniform,6796,6629,6754,8305,6856
Matrix_10000_10000_50_50_250_0_uniform,1688,1725,1677,1692,1714
Matrix_10000_10000_50_50_500_50_uniform,4187,6280,4160,4162,4166
Matrix_10000_10000_50_50_500_20_uniform,19152,20362,21498,19403,19267
Matrix_10000_10000_50_50_500_10_uniform,20698,20959,21164,21913,22179
Matrix_10000_10000_50_50_500_0_uniform,3208,3147,3194,3199,3204
Matrix_10000_10000_50_50_375_40_uniform,6992,6965,6917,6976,6994
Matrix_10000_10000_50_50_500_99_uniform,239,233,232,212,243
Matrix_10000_10000_50_50_375_99_uniform,236,231,263,167,222
Matrix_10000_10000_50_50_375_75_uniform,1143,1263,1161,1120,1150
Matrix_10000_10000_50_50_375_50_uniform,3200,3158,3384,3205,3176
Matrix_10000_10000_50_50_375_30_uniform,12159,12031,11904,11823,11958
Matrix_10000_10000_50_50_375_10_uniform,16998,17903,16622,17384,18063
Matrix_10000_10000_50_50_500_75_uniform,1466,1559,1480,1459,1367
Matrix_10000_10000_50_50_500_40_uniform,9952,10095,9957,10062,10268
Matrix_10000_10000_50_50_500_30_uniform,15516,20302,15989,14759,15167
Matrix_10000_10000_50_50_25_75_uniform,209,243,205,207,200
Matrix_10000_10000_50_50_25_20_uniform,884,1100,916,923,923
Matrix_10000_10000_50_50_25_40_uniform,417,419,412,416,434
Matrix_10000_10000_50_50_25_99_uniform,44,78,57,62,76
Matrix_10000_10000_50_50_25_50_uniform,321,4132,308,315,310
Matrix_10000_10000_50_50_25_30_uniform,632,629,597,633,633
